,0,1,2
0,-0.5693006995019999,0.47329808082280006,0.44048136320490006
1,-0.5654097626669998,0.4717451081299,0.4408424881645
2,-0.5650702872139999,0.4702563164519,0.4411266098805
3,-0.560495694335,0.4699446930565,0.4399165379337
4,-0.5602982623870001,0.4688502970674999,0.4399580769657
5,-0.5564982924470001,0.47015437360779994,0.43972038062720004
6,-0.555554132151,0.46793932531880006,0.43946503620620003
7,-0.5504956704389999,0.4673531132068,0.43921999451689997
8,-0.5453369939169999,0.46659400527859995,0.4379239628384
9,-0.5453369939169999,0.46659400527859995,0.4379239628384
10,-0.5394877547409999,0.4649128988119,0.43683324000629997
11,-0.533724278435,0.46295935551639994,0.4362024085563
12,-0.533112987786,0.46172643445239997,0.43638476753730004
13,-0.525733658245,0.45698086148030004,0.4354092906862
14,-0.5201654681250002,0.4564754685935,0.4342225418694
15,-0.5201654681250002,0.4564754685935,0.4342225418694
16,-0.5194118621510002,0.4536378659405,0.4339612690064
17,-0.5124888660370001,0.4496682040541,0.4331728336478
18,-0.5055010571420001,0.44643849803209995,0.43156666930439996
19,-0.5055010571420001,0.44643849803209995,0.43156666930439996
20,-0.49874215760600005,0.44327836126090003,0.4295694594064
21,-0.4928439213339998,0.44097162215319996,0.4277782388946
22,-0.49114495406899983,0.4384190675022,0.42781936791959996
23,-0.48597769542900005,0.4384546498552,0.42588682495979996
24,-0.47981790556500004,0.43614910129979995,0.4247812685845
25,-0.478207087132,0.4325356548988,0.4249655325255
26,-0.47237009825700005,0.42998794687340003,0.4227114979437
27,-0.47237009825700005,0.42998794687340003,0.4227114979437
28,-0.466004668865,0.42495978133760004,0.42153373651153003
29,-0.46450670639800007,0.4218687369866,0.42099770189553
30,-0.45970136594799993,0.4213361114657,0.42001352343949
31,-0.45206984461,0.4181276548092,0.41969728315936
32,-0.450801950754,0.41537506022820003,0.41903530594636
33,-0.4442429699510002,0.41275283632800003,0.41748073501341
34,-0.4420904459220002,0.40887847359,0.41659935593041
35,-0.4362115303180001,0.40573484422559997,0.41552526306175996
36,-0.431169577558,0.40530042844459996,0.41369566074328995
37,-0.4304027453689999,0.40386694279759994,0.41352242521629
38,-0.4241473732650002,0.40030498372159995,0.411895685194476
39,-0.4196904907750002,0.40057958165729995,0.40989129610297004
40,-0.41492981078500013,0.39625367819130003,0.41029834001697
41,-0.41036329024499985,0.3965424507117,0.40785164912594
42,-0.4080745259819999,0.3938667128857,0.40753375486994003
